NOMS HUMAINS,SECOND NOM,TROISIEME NOM,NOMS DRAGONS,COULEUR DRAGON,H/F/O,Id unique,Mort,book_1,book_2,book_3,book_4,book_5,book_6,book_7,book_8,book_9,book_10,book_11,book_12,book_13,book_14,book_15,total_occurrences,,,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,tot,,
Nurevin,,,,,HOMME,702.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,,,,,,,,,,,,,,,,,,,,
Fidello,,,,,HOMME,478.0,,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,,,,,,,,,,,,,,,,,,,,
Evenek,,,,,HOMME,449.0,,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,,,,,,,,,,,,,,,,,,,,
Karenchok,,,,,HOMME,594.0,,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,,,,,,,,,,,,,,,,,,,,
Conwy,,,,,HOMME,400.0,,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,,,,,,,,,,,,,,,,,,,,
Richud,,,,,HOMME,770.0,,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,,,,,,,,,,,,,,
Robse,,,,,HOMME,774.0,,0,10,0,0,0,1,0,0,0,0,0,0,0,2,3,16,,,,,,,,,,,,,,,,,,,,
Farevene,,,,,HOMME,464.0,True,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,,,,,,,,,,,,,,,,,,,,
Halibran,,,,,HOMME,538.0,,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,,,,,,,,,,,,,,,,,,,,
Maranis,,,,,HOMME,658.0,,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,,,,,,,,,,,,,,,,,,,,
Arminet,,,,,HOMME,284.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,,,,,,,,,,,,,,,,,,,,
Hosbon,,,,,HOMME,548.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,,,,,,,,,,,,,,,,,,,,
Besel,,,,,HOMME,324.0,,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,,,,,,,,,,,,,,,,,,,,
Pergamol,,,,,HOMME,730.0,,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,
P’ratan,,,Poranth,vert,HOMME,715.0,,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,
Bosler,,,,,HOMME,340.0,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,
Chochol,,,,,HOMME,386.0,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,
Felim,,,,,HOMME,472.0,,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,
Sal,,,,,HOMME,792.0,,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,
F’gal,,,Sanalth,bronze,HOMME,452.0,,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,
Helly,,,,,HOMME,543.0,,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,
Jerry,Mercer,,Manooth,,HOMME,570.0,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,
Kwan ,Marceau,,,,HOMME,605.0,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,,
Besic,,,,,HOMME,325.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,,,,,,,,,,,,,,,,,,,,
Belterac,,,,,HOMME,317.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,,,,,,,,,,,,,,,,,,,,
Finder,,,,,HOMME,480.0,,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,,,,,,,,,,,,,,,,,,,,
B’zon,,,Ranilth,bronze,HOMME,298.0,,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,14,,,,,,,,,,,,,,,,,,,,
C’vrel,,,,,HOMME,368.0,,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,
Bestrum,,,,,HOMME,327.0,,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,
Munchaun,,,,,HOMME,683.0,,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,
Theskin,,,,,HOMME,872.0,,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,
Ussie,,,,,HOMME,905.0,,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,
Caesar,Galliani,,,,HOMME,370.0,True,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,
Chuck,Havers,,,,HOMME,388.0,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,
J’fery,,,Willerth,bronze,HOMME,556.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,,,,,,,,,,,,,,,,,,,,
Venabil,,,,,HOMME,915.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,,,,,,,,,,,,,,,,,,,,
Bonz,,,,,HOMME,335.0,,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,13,,,,,,,,,,,,,,,,,,,,
B’naj,,,Seventh,brun,HOMME,294.0,,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,
Curmir,,,,,HOMME,407.0,,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,
Franco,,,,,HOMME,487.0,,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,
Ganmar,,,,,HOMME,508.0,,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,
S’mon,Thomas,,Tiabeth,,HOMME,788.0,,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,
Jiro,Akamoto,,,,HOMME,574.0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,
Rudi,Shwartz,Rudolph,,,HOMME,777.0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,
Berdine,,,,,HOMME,323.0,,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,,,,,,,,,,,,,,,,,,,,
Childon,,,,,HOMME,385.0,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,
Ketrin,,,,,HOMME,598.0,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,
Deefer,,,,,HOMME,425.0,,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,
Balfor,,,,,HOMME,302.0,,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,
Benini,,,,,HOMME,320.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,,,,,,,,,,,,,,,,,,,,
Rency,,,,,HOMME,767.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,,,,,,,,,,,,,,,,,,,,
Tunge,,,,,HOMME,901.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,,,,,,,,,,,,,,,,,,,,
Brestolli,,,,,HOMME,349.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,,,,,,,,,,,,,,,,,,,,
Banak,,,,,HOMME,303.0,,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,,,,,,,,,,,,,,,,,,,,
Hittet,,,,,HOMME,545.0,,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,,,,,,,,,,,,,,,,,,,,
Ifor,,,,,HOMME,552.0,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,
Matsen,,,,,HOMME,663.0,True,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,
Mumolon,,,,,HOMME,682.0,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,
Scand,,,,,HOMME,798.0,,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,
T’grel,,,Raylinth,bronze,HOMME,838.0,,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,
Hobson,,,,,HOMME,546.0,,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,
Wyzall,,,,,HOMME,932.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,,,,,,,,,,,,,,,,,,,,
Manotti,,,,,HOMME,656.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,,,,,,,,,,,,,,,,,,,,
Briaret,,,,,HOMME,352.0,,0,0,0,0,0,6,0,0,0,0,0,1,1,2,0,10,,,,,,,,,,,,,,,,,,,,
Tordril,,,,,HOMME,885.0,,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,,,,,,,,,,,,,,,,,,,,
T’gran,,,Branth,brun,HOMME,837.0,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,
D’wer,,,Trebeth,bleu,HOMME,417.0,,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,
P’zar,,,,,HOMME,717.0,,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,
Londik,,,,,HOMME,634.0,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,
M’ridin,,,Cortath,,HOMME,646.0,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,
Vendross,,,,,HOMME,916.0,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,
Tino,,,,,HOMME,880.0,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,
Declan,,,,,HOMME,423.0,,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,
Shadder,,,,,HOMME,809.0,,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,
B’ner,,,Miginth,,HOMME,295.0,True,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,
Lavel,,,,,HOMME,623.0,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,
Waine,,,,,HOMME,924.0,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,
Jubb,,,,,HOMME,579.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,,,,,,,,,,,,,,,,,,,,
Lias,,,,,HOMME,631.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,,,,,,,,,,,,,,,,,,,,
Bantur,,,,,HOMME,305.0,,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,9,,,,,,,,,,,,,,,,,,,,
Bloors,,,,,HOMME,332.0,,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,
Cr’not,,,Caith,bronze,HOMME,403.0,,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,
Geger,,,,,HOMME,518.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,,,,,,,,,,,,,,,,,,,
Tom,Patrick,,,,HOMME,884.0,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,,,,,,,,,,,,,,,,,,,,
Pell,,,,,HOMME,728.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,8,,,,,,,,,,,,,,,,,,,,
Baldor,,,,,HOMME,301.0,,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,,,,,,,,,,,,,,,,,,,,
K’nebel,,,Firth,bronze,HOMME,584.0,,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,,,,,,,,,,,,,,,,,,,,
Tilarek,,,,,HOMME,875.0,,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,
Jesken,,,,,HOMME,571.0,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,
Maxilant,,,,,HOMME,665.0,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,
S’bran,,,Kilminth,,HOMME,780.0,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,
Mostar,,,,,HOMME,681.0,,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,
T’tel,T’lel,,Branuth,brun,HOMME,853.0,,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,
Bob,Jepson,,,,HOMME,334.0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,
Chung,,,,,HOMME,390.0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,
Eric,Hegelman,,,,HOMME,444.0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,
Shuvin,,,,lézard ,HOMME,818.0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,
Serubil,,,,,HOMME,806.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,,,,,,,,,,,,,,,,,,,,
Gomalsi,,,,,HOMME,524.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,,,,,,,,,,,,,,,,,,,,
Palim,,,,,HOMME,718.0,,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Viderian,,,,,HOMME,918.0,,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Chad,,,,,HOMME,380.0,,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Landon,,,,,HOMME,616.0,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Traller,,,,,HOMME,895.0,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Kevelon,,,,,HOMME,599.0,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Doral,,,,,HOMME,435.0,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Macabir,,,,,HOMME,650.0,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Kulan,,,,,HOMME,604.0,,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
M’ray,,,Quoarth,brun,HOMME,644.0,,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Maylone,,,,,HOMME,666.0,,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
T’ral,,,Maneth,brun,HOMME,847.0,,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Chaldon,,,,,HOMME,381.0,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
D’miel,,,,,HOMME,411.0,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Gardner,,,,,HOMME,511.0,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Lozell,,,,,HOMME,636.0,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Pardure,,,,,HOMME,719.0,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Pardure,,,,,HOMME,720.0,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Jepson,,,,,HOMME,566.0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Wade,Lorenzo,,,,HOMME,923.0,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,
Langrell,,,,,HOMME,617.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,,
Fosdak,,,,,HOMME,486.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,,,,,,,,,,,,,,,,,,,,
Dermently,,,,,HOMME,428.0,,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,6,,,,,,,,,,,,,,,,,,,,
B’dor,,,,,HOMME,292.0,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,
F’rad,,,Telorth,vert,HOMME,458.0,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,
Gandidan,Gandiran,,,,HOMME,507.0,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,
M’rek,,,Zigith,bronze,HOMME,645.0,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,
Belesdan,Belesden,,,,HOMME,316.0,,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,
B’rant,,,Fanth,brun,HOMME,297.0,,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,
Famanoran,,,,,HOMME,462.0,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,
Macester,,,,,HOMME,651.0,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,
Rulyar,,,Garanath,brun,HOMME,778.0,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,
Borel,,,,,HOMME,336.0,,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,
Uvor,,,,,HOMME,906.0,,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,
C’ver,,,Hogarth,brun,HOMME,366.0,,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,
Thomas,,,,,HOMME,873.0,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,
Xi,Chi,Yuen,,,HOMME,933.0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,
G’bol,,,Mirreth,,HOMME,493.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,,
H’nor,,,,brun,HOMME,536.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,,
Ciparis,,,,,HOMME,391.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,,,,,,,,,,,,,,,,,,,,
D’clan,,,Pranith,,HOMME,409.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,,,,,,,,,,,,,,,,,,,,
Shawan,,,,,HOMME,811.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,,,,,,,,,,,,,,,,,,,,
Ligand,,,,,HOMME,632.0,,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,5,,,,,,,,,,,,,,,,,,,,
D’fio,,,Drenth,brun,HOMME,410.0,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,,,,,,,,,,,,,,,,,,,,
Fender,,,,,HOMME,474.0,,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,5,,,,,,,,,,,,,,,,,,,,
Sherris,,,,,HOMME,813.0,,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,,,,,,,,,,,,,,,,,,,,
Deece,,,,,HOMME,424.0,,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,5,,,,,,,,,,,,,,,,,,,,
S’goral,,,Betunth,vert,HOMME,782.0,,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
Ashmichel,,,,,HOMME,289.0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
Bravonner,,,,,HOMME,346.0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
Kailey,,,,,HOMME,588.0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
Merdine,,,,,HOMME,670.0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
Valrol,,,,,HOMME,911.0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
Gedenase,,,,,HOMME,517.0,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
Tragger,,,,,HOMME,894.0,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
Burdion,,,,,HOMME,362.0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
M’gent,,,Ith,bronze,HOMME,639.0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
Makfar,,,,,HOMME,654.0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
J’dar,,,,,HOMME,555.0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
M’rak,,,Caneth,bronze,HOMME,642.0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
Mattew,Matt,,,,HOMME,664.0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
O’ney,,,Queth,bronze,HOMME,703.0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
V’last,,,Collith,,HOMME,907.0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,
Macy,,,,,HOMME,652.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,
Marley,,,,,HOMME,661.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,
Mickulin,,,,,HOMME,674.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,
Ranneth,,,,,HOMME,760.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,
Vormital,,,,,HOMME,922.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,
Afnor,,,,,HOMME,272.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,,,,,,,,,,,,,,,,,,,,
Ivan,le Terrible,,,,HOMME,554.0,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,
Sefal,,,,,HOMME,802.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,,,,,,,,,,,,,,,,,,,,
Tegger,,,,,HOMME,865.0,,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,,,,,,,,,,,,,,,,,,,,
Wanson,,,,,HOMME,925.0,,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,
Strud,,,,,HOMME,832.0,,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,4,,,,,,,,,,,,,,,,,,,,
J’ralt,Jeralte,,Palanth,,HOMME,557.0,,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Cording,,,,,HOMME,401.0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Erkin,,,,,HOMME,445.0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Furlo,,,,,HOMME,492.0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Germathen,,,,,HOMME,522.0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Gifflen,,,,,HOMME,523.0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Grodon,,,,,HOMME,530.0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Kepiru,,,,,HOMME,596.0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
M’odon,,,Nigarth,brun,HOMME,641.0,True,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Mosser,,,,,HOMME,680.0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Naprila,,,,,HOMME,691.0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Saltor,,,,,HOMME,793.0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Sellel,,,,,HOMME,804.0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Sheve,,,,,HOMME,814.0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Scallak,,,,,HOMME,797.0,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Barndy,,,,,HOMME,308.0,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Brace,,,,,HOMME,342.0,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
