sentence_id,book,part,chapter,pdf_page,start_pdf_page,end_pdf_page,text,text_lemma
16673,Le Seigneur des Anneaux,,,286,286,291,Ils étaient trop impatients pour s'étonner de la remarquable cicatrisation des entailles et des plaies de leur captivité comme du retour de leur vigueur.,Il être trop impatient pour seétonner de le remarquable cicatrisation de entaille et un plaie de son captivité comme de retour de son vigueur.
16674,Le Seigneur des Anneaux,,,286,286,291,"Ils (mirent par arriver au bord de la corniche presque au pied du vieux tronçon d'arbre, ils bondirent alors et tournèrent le dos à la colline, respirant profondément, le regard fixé sur l'est.","Il (mettre par arriver au bord de le corniche presque au pied de vieux tronçon dearbre, il bondir alors et tourner le dos à le colline, respirer profondément, le regard fixer sur leest."
16675,Le Seigneur des Anneaux,,,286,286,291,Ils virent qu'ils n'avaient pénétré que de trois ou quatre milles dans la forêt: les têtes des arbres descendaient le long des pentes vers la plaine.,Il voir queil neavoir pénétrer que de trois ou quatre mille dans le forêt: le tête de arbre descendre le long de pente vers le plaine.
16676,Le Seigneur des Anneaux,,,286,286,291,"Là, à la frange de la forêt, de hautes volutes de fumée noire s'élevaient en spirale pour venir flotter en vacillant dans leur direction. «","Là, à le frange de le forêt, de haut volute de fumée noir seélever en spirale pour venir flotter en vaciller dans son direction. «"
16677,Le Seigneur des Anneaux,,,286,286,291,"Le vent tourne, dit Merry.","Le vent tourne, dire Merry."
16678,Le Seigneur des Anneaux,,,286,286,291,II est revenu à l'est.,II être revenir à leest.
16679,Le Seigneur des Anneaux,,,286,286,291,II,II
16680,Le Seigneur des Anneaux,,,286,286,291,"fait frais ici» «Oui, dit Pippin, je crains que ce ne soit qu'un rayon passager et que tout ne redevienne gris.","faire frais ici» «Oui, dire Pippin, je craindre que ce ne être queun rayon passager et que tout ne redevenir gris."
16681,Le Seigneur des Anneaux,,,286,286,291,Quel dommage!,Quel dommage!
16682,Le Seigneur des Anneaux,,,286,286,291,Cette vieille forêt hirsute semblait si différente au soleil!,Ce vieux forêt hirsute sembler si différent au soleil!
16683,Le Seigneur des Anneaux,,,286,286,291,J'ai presque eu l'impression d'aimer cet endroit» «Presque eu l'impression d'aimer la Forêt!,JEavoir presque avoir leimpression deaimer ce endroit» «Presque avoir leimpression deaimer le Forêt!
16684,Le Seigneur des Anneaux,,,286,286,291,Voilà qui est bien!,Voilà qui être bien!
16685,Le Seigneur des Anneaux,,,286,286,291,"C'est singulièrement bon de votre part, dit une voix étrange.","CEêtre singulièrement bon de votre part, dire un voix étrange."
16686,Le Seigneur des Anneaux,,,286,286,291,"Retournezvous, que je regarde un peu vos visages.","Retournezvous, que je regarder un peu votre visage."
16687,Le Seigneur des Anneaux,,,286,286,291,"J'ai presque l'impression que vous m'êtes tous les deux antipathiques, mais pas de jugements hâtifs.","JEavoir presque leimpression que vous meêtre tout le deux antipathique, mais pas de jugement hâtif."
16688,Le Seigneur des Anneaux,,,286,286,291,Retournez-vous!,Retournezvous!
16689,Le Seigneur des Anneaux,,,286,286,291,»,»
16690,Le Seigneur des Anneaux,,,286,286,291,"Une grande main noueuse se posa sur leurs épaules et les fit doucement, mais irrésistiblement pivoter, puis deux grands bras les soulevèrent.","Un grand main noueux se poser sur leur épaule et le faire doucement, mais irrésistiblement pivoter, pouvoir deux grand bras le soulever."
16691,Le Seigneur des Anneaux,,,286,286,291,Ils se trouvèrent alors regarder une figure des plus extraordinaires.,Il se trouver alors regarder un figure de plus extraordinaire.
16692,Le Seigneur des Anneaux,,,286,286,291,"Sa forme était semblable à celle d'un Homme, presque d'un Troll, de haute taille, quatorze pieds au moins, très robuste, avec une haute tête et presque pas de cou.","Son forme être semblable à celui deun Homme, presque deun Troll, de haut taille, quatorze pied au moins, très robuste, avec un haut tête et presque pas de cou."
16693,Le Seigneur des Anneaux,,,286,286,291,Il était difficile de discerner s'il était vêtu d'une matière ressemblant à une écorce vert et gris ou si c'était sa propre peau.,Il être difficile de discerner seil être vêtir deun matière ressembler à un écorce vert et gris ou si ceêtre son propre peau.
16694,Le Seigneur des Anneaux,,,286,286,291,"En tout cas, les bras, à une certaine distance du tronc, n'étaient pas ridés, mais recouverts d'une peau lisse et brune.","En tout cas, le bras, à un certain distance de tronc, neêtre pas rider, mais recouvrir deun peau lisse et brun."
16695,Le Seigneur des Anneaux,,,286,286,291,Les grands pieds avaient sept doigts chacun.,Le grand pied avoir sept doigt chacun.
16696,Le Seigneur des Anneaux,,,286,286,291,"La partie inférieure de la longue figure était couverte d'une vaste barbe grise, broussailleuse, presque rameuse à la racine, ténue et mousseuse à l'extrémité.","Le partie inférieur de le long figure être couvrir deun vaste barbe gris, broussailleux, presque rameux à le racine, ténu et mousseux à leextrémité."
16697,Le Seigneur des Anneaux,,,286,286,291,Mais sur le moment les Hobbits ne remarquèrent guère que les yeux.,Mais sur le moment le Hobbit ne remarquer guère que le oeil.
16698,Le Seigneur des Anneaux,,,286,286,291,"Ces yeux profonds les examinaient à présent, lents et solennels, mais très pénétrants.","Ce oeil profond le examiner à présent, lent et solennel, mais très pénétrant."
16699,Le Seigneur des Anneaux,,,286,286,291,"Ils étaient bruns, traversés d'une lueur verte.","Il être brun, traverser deun lueur vert."
16700,Le Seigneur des Anneaux,,,286,286,291,Pippin devait souvent par la suite essayer de décrire la première impression qu'il en avait éprouvée.,Pippin devoir souvent par le suite essayer de décrire le premier impression queil en avoir éprouver.
16701,Le Seigneur des Anneaux,,,286,286,291,«,«
