sentence_id,book,part,chapter,pdf_page,start_pdf_page,end_pdf_page,text,text_lemma
32320,Le Seigneur des Anneaux,,,541,541,541,"Au côté de Pippin, Beregond s'écroula, assommé, et le grand chef troll qui l'avait abattu se pencha sur lui, tendant une griffe avide, car ces immondes créatures mordaient à la gorge ceux qu'ils jetaient bas.","Au côté de Pippin, Beregond seécrouler, assommer, et le grand chef troll qui leavoir abattre se pencher sur luire, tendre un griffe avide, car ce immonde créature mordre à le gorge celui queil jeter bas."
32321,Le Seigneur des Anneaux,,,541,541,541,"Pippin porta alors un coup d'épée au-dessus de lui, et la lame portant l'inscription de l'Ouistrenesse perça le cuir et pénétra profondément dans lés parties vitales du troll.","Pippin porter alors un coup deépée au-dessus de luire, et le lame porter leinscription de leOuistrenesse percer le cuir et pénétrer profondément dans lé party vital de troll."
32322,Le Seigneur des Anneaux,,,541,541,541,"Le sang noir jaillit à gros bouillons, le troll tomba en avant et s'écroula tel un rocher qui enterre ceux qui se trouvent sous lui.","Le sang noir jaillir à gros bouillon, le troll tomber en avant et seécrouler tel un rocher qui enterrer celui qui se trouver sou luire."
32323,Le Seigneur des Anneaux,,,541,541,541,"L'obscurité, la puanteur et une douleur broyante envahirent Pippin, et son esprit s'enfonça dans des ténèbres profondes.","LEobscurité, le puanteur et un douleur broyant envahir Pippin, et son esprit seenfoncer dans un ténèbre profond."
32324,Le Seigneur des Anneaux,,,541,541,541,"«Cela finit donc comme je l'avais supposé», lui dit sa pensée sur le point de disparaître, et elle rit en lui, presque réjouie semblait-il de rejeter enfin tout doute, tout souci et toute crainte.","«Celer finir donc comme je leavoir supposer», luire dire son pensée sur le point de disparaître, et lui rire en luire, presque réjouir sembleril de rejeter enfin tout doute, tout souci et tout crainte."
32325,Le Seigneur des Anneaux,,,541,541,541,"Et puis, au moment où elle s'en allait à tire d'aile dans l'oubli, elle entendit des voix, et elles semblaient crier de très haut dans quelque monde oublié: «Les Aigles arrivent!","Et pouvoir, au moment où lui seen aller à tire deaile dans leoubli, lui entendre de voix, et lui sembler crier de très haut dans quelque monde oublier: «Le Aigle arriver!"
32326,Le Seigneur des Anneaux,,,541,541,541,Les Aigles arrivent! » La pensée de Pippin balança un instant.,Le Aigle arriver! » Le pensée de Pippin balancer un instant.
32327,Le Seigneur des Anneaux,,,541,541,541,«Bilbon! dit-elle.,«Bilbon! direlui.
32328,Le Seigneur des Anneaux,,,541,541,541,Mais non!,Mais non!
32329,Le Seigneur des Anneaux,,,541,541,541,"Cela s'est passé dans son histoire, il y a très, très longtemps.","Celer seêtre passer dans son histoire, il y avoir très, très longtemps."
32330,Le Seigneur des Anneaux,,,541,541,541,"Ceci est la mienne, et elle est maintenant terminée.","Ceci être le mienne, et lui être maintenant terminer."
32331,Le Seigneur des Anneaux,,,541,541,541,Adieu!,Adieu!
32332,Le Seigneur des Anneaux,,,541,541,541,»,»
32333,Le Seigneur des Anneaux,,,541,541,541,"Et sa pensée s'enfuit au loin, et ses yeux ne virent plus.","Et son pensée seenfuir au loin, et son oeil ne voir plus."
32334,Le Seigneur des Anneaux,,,542,542,545,Le seigneur des anneaux Page 542 sur 542 TROISIEME,Le seigneur de anneau Page 542 sur 542 TROISIEME
32335,Le Seigneur des Anneaux,,,542,542,545,PARTIE LE RETOUR DU ROI,PARTIE LE RETOUR DE ROI
32336,Le Seigneur des Anneaux,,,542,542,545,LIVRE VI,LIVRE VI
32337,Le Seigneur des Anneaux,,,542,542,545,CHAPITRE PREMIER,CHAPITRER PREMIER
32338,Le Seigneur des Anneaux,,,542,542,545,LA,LE
32339,Le Seigneur des Anneaux,,,542,542,545,TOUR,TOUR
32340,Le Seigneur des Anneaux,,,542,542,545,DE CIRITH,DE CIRITH
32341,Le Seigneur des Anneaux,,,542,542,545,UNGOL,UNGOL
32342,Le Seigneur des Anneaux,,,542,542,545,LIVRE VI,LIVRE VI
32343,Le Seigneur des Anneaux,,,542,542,545,CHAPITRE PREMIER,CHAPITRER PREMIER
32344,Le Seigneur des Anneaux,,,542,542,545,LA,LE
32345,Le Seigneur des Anneaux,,,542,542,545,TOUR,TOUR
32346,Le Seigneur des Anneaux,,,542,542,545,DE CIRITH,DE CIRITH
32347,Le Seigneur des Anneaux,,,542,542,545,UNGOL,UNGOL
32348,Le Seigneur des Anneaux,,,542,542,545,Sam se redressa péniblement.,Sam se redresser péniblement.
32349,Le Seigneur des Anneaux,,,542,542,545,"Il se demanda un moment où il se trouvait, et puis toute la détresse et tout le désespoir l'envahirent de nouveau.","Il se demander un moment où il se trouver, et pouvoir tout le détresse et tout le désespoir leenvahir de nouveau."
32350,Le Seigneur des Anneaux,,,542,542,545,"Il était dans l'obscurité profonde devant la porte inférieure de la forteresse des orques, les battants d'airain étaient fermés.","Il être dans leobscurité profond devant le porte inférieur de le forteresse de orque, le battant deairain être fermer."
32351,Le Seigneur des Anneaux,,,542,542,545,"Il devait être tombé, étourdi, quand il s'était précipité sur eux, mais il n'aurait su dire combien de temps il était resté étendu là.","Il devoir être tomber, étourdi, quand il seêtre précipiter sur lui, mais il neavoir savoir dire combien de temps il être rester étendre là."
32352,Le Seigneur des Anneaux,,,542,542,545,"Puis il avait été embrasé, désespéré et furieux, et maintenant il avait froid et il frissonnait.","Pouvoir il avoir être embraser, désespéré et furieux, et maintenant il avoir froid et il frissonner."
32353,Le Seigneur des Anneaux,,,542,542,545,Il rampa jusqu'aux portes et y appliqua l'oreille.,Il ramper jusqueaux porte et y appliquer leoreille.
32354,Le Seigneur des Anneaux,,,542,542,545,"Loin à l'intérieur, il entendit faiblement des clameurs d'orgues, mais elles cessèrent bientôt ou passèrent hors de portée, et tout devint silencieux.","Loin à leintérieur, il entendre faiblement de clameur deorgue, mais lui cesser bientôt ou passer hors de portée, et tout devenir silencieux."
32355,Le Seigneur des Anneaux,,,542,542,545,"Sa tête le faisait souffrir et ses yeux voyaient des lumières fantômes dans les ténèbres, mais il lutta pour se raffermir et réfléchir.","Son tête le faire souffrir et son oeil voir un lumière fantôme dans le ténèbre, mais il lutter pour se raffermir et réfléchir."
32356,Le Seigneur des Anneaux,,,542,542,545,"Il était clair en tout cas qu'il n'y avait aucun espoir de pénétrer dans la place forte orque par cette porte, il pourrait attendre là des jours avant qu'elle ne s'ouvre, et il n'en avait pas le temps: celui ci était désespérément précieux.","Il être clair en tout cas queil ney avoir aucun espoir de pénétrer dans le place fort orque par ce porte, il pouvoir attendre là de jour avant quelui ne seouvrir, et il neen avoir pas le temps: celui ci être désespérément précieux."
32357,Le Seigneur des Anneaux,,,542,542,545,Il n'avait plus aucun doute au sujet de son devoir: il lui fallait délivrer son maître ou périr dans la tentative.,Il neavoir plus aucun doute au sujet de son devoir: il luire falloir délivrer son maître ou périr dans le tentative.
32358,Le Seigneur des Anneaux,,,542,542,545,"«La mort est plus probable, et elle sera de beaucoup plus facile, de toute façon», se dit-il sinistrement, tout en rengainant Dard et en se détournant des portes d'airain.","«Le mort être plus probable, et lui être de beaucoup plus facile, de tout façon», se direil sinistrement, tout en rengainer Dard et en se détourner un porte deairain."
32359,Le Seigneur des Anneaux,,,542,542,545,"Il revint lentement en tâtonnant dans les ténèbres le long du tunnel, car il n'osait se servir de la lumière elfique, et, chemin faisant, il essaya de mettre en ordre les événements depuis que Frodon et lui-même avaient quitté la Croisée des Chemins.","Il revenir lentement en tâtonner dans le ténèbre le long de tunnel, car il neoser se servir de le lumière elfique, et, chemin faire, il essayer de mettre en ordre le événement depuis que Frodon et lui-même avoir quitter le Croisée de Chemin."
32360,Le Seigneur des Anneaux,,,542,542,545,Il se demandait quelle heure il était.,Il se demander quel heure il être.
32361,Le Seigneur des Anneaux,,,542,542,545,"Un moment intermédiaire entre un jour et le lendemain, pensa t'il: mais des jours mêmes, il avait complètement perdu le compte.","Un moment intermédiaire entrer un jour et le lendemain, penser teil: mais un jour même, il avoir complètement perdre le compte."
32362,Le Seigneur des Anneaux,,,542,542,545,Il était dans un pays de ténèbres où les jours du monde semblaient oubliés et où tous ceux qui y pénétraient l'étaient tout autant.,Il être dans un pays de ténèbre où le jour de monde sembler oublier et où tout celui qui y pénétrer leêtre tout autant.
32363,Le Seigneur des Anneaux,,,542,542,545,"«Je me demande s'ils pensent aucunement à nous, dit-il, et ce qui leur arrive à tous là-bas» Il agita vaguement la main devant lui: mais, en fait, il était maintenant face au sud, revenant au tunnel d'Arachne, et non à l'ouest.","«Je me demande seil penser aucunement à nous, direil, et ce qui son arriver à tout là-bas» Il agiter vaguement le main devant luire: mais, en fait, il être maintenant face au sud, revenir au tunnel deArachne, et non à leouest."
32364,Le Seigneur des Anneaux,,,542,542,545,"A l'ouest, dans le monde extérieur, le midi du quatorzième jour de Mars selon le calendrier de la Comté approchait, et à ce moment même Aragorn emmenait la flotte noire de Pelargir, et Merry chevauchait avec les Rohirrim le long de la Vallée Fardière, tandis que les flammes s'élevaient dans Minas Tirith et que Pippin observait la folie qui croissait dans les yeux de Denethor.","À leouest, dans le monde extérieur, le midi de quatorzième jour de Mars selon le calendrier de le Comté approcher, et à ce moment même Aragorn emmener le flotte noir de Pelargir, et Merry chevaucher avec le Rohirrim le long de le Vallée Fardière, tandis que le flamme seélever dans Minas Tirith et que Pippin observer le folie qui croître dans le oeil de Denethor."
32365,Le Seigneur des Anneaux,,,542,542,545,"Cependant, malgré tous leurs soucis et leurs peurs, les pensées des amis de Frodon et de Sam se tournaient constamment vers eux.","Cependant, malgré tout leur souci et leur peur, le pensée de ami de Frodon et de Sam se tourner constamment vers lui."
32366,Le Seigneur des Anneaux,,,542,542,545,Ils n'étaient pas oubliés.,Il neêtre pas oublier.
32367,Le Seigneur des Anneaux,,,542,542,545,"Mais ils se trouvaient bien au-delà de toute possibilité d'aide, et nulle pensée ne pouvait encore porter aucun secours à Samsagace fils de Hamfast : il était totalement seul.","Mais il se trouver bien au-delà de tout possibilité deaide, et nul pensée ne pouvoir encore porter aucun secours à Samsagace fils de Hamfast : il être totalement seul."
32368,Le Seigneur des Anneaux,,,542,542,545,"Il finit par revenir à la porte de pierre du passage orque, et, toujours dans l'incapacité de découvrir le loquet ou le verrou qui la retenait, il l'escalada comme précédemment et se laissa doucement tomber sur le sol.","Il finir par revenir à le porte de pierre de passage orqu, et, toujours dans leincapacité de découvrir le loquet ou le verrou qui le retenir, il leescalada comme précédemment et se laisser doucement tomber sur le sol."
32369,Le Seigneur des Anneaux,,,542,542,545,"Puis il se dirigea furtivement vers la sortie du tunnel d'Arachne, où les lambeaux de sa grande toile se balançaient toujours dans la brise froide.","Pouvoir il se diriger furtivement vers le sortie de tunnel deArachne, où le lambeau de son grand toile se balancer toujours dans le brise froid."
32370,Le Seigneur des Anneaux,,,542,542,545,"Car elle paraissait bien froide à Sam après les ténèbres fétides qu'il venait de quitter, mais le souffle le ranima.","Car lui paraître bien froid à Sam après le ténèbre fétide queil venir de quitter, mais le souffle le ranima."
32371,Le Seigneur des Anneaux,,,542,542,545,Il se glissa précautionneusement au-dehors.,Il se glisser précautionneusement au-dehor.
32372,Le Seigneur des Anneaux,,,542,542,545,Tout était d'un calme menaçant.,Tout être deun calme menaçant.
32373,Le Seigneur des Anneaux,,,542,542,545,La lumière ne dépassait pas celle du crépuscule d'un jour sombre.,Le lumière ne dépasser pas celui de crépuscule deun jour sombre.
32374,Le Seigneur des Anneaux,,,542,542,545,"Les vastes vapeurs qui s'élevaient de Mordor et s'en allaient flotter vers l'ouest passaient bas, grande masse de nuages et de fumée de nouveau éclairée par en dessous d'une lugubre lueur rouge.","Le vaste vapeur qui seélever de Mordor et seen aller flotter vers leouest passer bas, grand masse de nuage et de fumée de nouveau éclairer par en dessous deun lugubre lueur rouge."
32375,Le Seigneur des Anneaux,,,542,542,545,"Sam leva le regard vers la tour orque, et soudain, des fenêtres étroites, des lumières se projetèrent comme de petits yeux rouges.","Sam lever le regard vers le tour orqu, et soudain, un fenêtre étroit, un lumière se projeter comme de petit oeil rouge."
32376,Le Seigneur des Anneaux,,,542,542,545,II se demanda si c'était quelque signal.,II se demander si ceêtre quelque signal.
32377,Le Seigneur des Anneaux,,,542,542,545,"Sa peur des orques, un moment oubliée dans sa colère et son désespoir, revint.","Son peur de orque, un moment oublier dans son colère et son désespoir, revenir."
32378,Le Seigneur des Anneaux,,,542,542,545,"Pour autant qu'il pût voir, il n'avait qu'une seule ressource: poursuivre son chemin et tenter de découvrir l'entrée principale de la terrible tour, mais il se sentait les genoux faibles, et il s'aperçut qu'il tremblait.","Pour autant queil pouvoir voir, il neavoir queun seul ressource: poursuivre son chemin et tenter de découvrir leentrée principal de le terrible tour, mais il se sentir le genou faible, et il seapercevoir queil trembler."
32379,Le Seigneur des Anneaux,,,542,542,545,"Arrachant ses yeux de la tour et des cornes de la Crevasse qu'il avait devant lui, il contraignit ses pieds à lui obéir malgré eux, et, lentement, l'oreille tendue, le regard scrutant les ombres denses des rochers au bord du chemin, il revint sur ses pas, passa l'endroit où Frodon était tombé et où s'attardait la puanteur d'Arachne, puis il poursuivit sa route en montant pour se trouver à nouveau dans la crevasse même où il avait mis l'Anneau et vu passer la compagnie de Shagrat.","Arracher son oeil de le tour et un corne de le Crevasse queil avoir devant luire, il contraindre son pied à luire obéir malgré lui, et, lentement, leoreille tendre, le regard scruter le ombre dense de rocher au bord de chemin, il revenir sur son pas, passer leendroit où Frodon être tomber et où seattarder le puanteur deArachne, pouvoir il poursuivre son route en montant pour se trouver à nouveau dans le crevasse même où il avoir mettre leAnneau et voir passer le compagnie de Shagrat."
32380,Le Seigneur des Anneaux,,,542,542,545,"Là, il s'arrêta et s'assit.","Là, il searrêter et seasseoir."
32381,Le Seigneur des Anneaux,,,542,542,545,"Il ne pouvait se traîner plus loin, pour le moment.","Il ne pouvoir se traîner plus loin, pour le moment."
32382,Le Seigneur des Anneaux,,,542,542,545,"Il sentait qu'une fois dépassé le sommet du col et un seul pas fait dans la véritable descente dans le pays de Mordor, ce pas serait irrévocable.","Il sentir queun fois dépasser le sommet de col et un seul pas faire dans le véritable descente dans le pays de Mordor, ce pas être irrévocable."
32383,Le Seigneur des Anneaux,,,542,542,545,Il ne pourrait jamais revenir.,Il ne pouvoir jamais revenir.
32384,Le Seigneur des Anneaux,,,542,542,545,"Sans aucun but précis, il sortit l'Anneau et le repassa à son doigt.","Sans aucun but précis, il sortir leAnneau et le repasser à son doigt."
32385,Le Seigneur des Anneaux,,,542,542,545,"II éprouva immédiatement le grand fardeau de son poids, et de nouveau, mais cette fois forte et plus pressante que jamais, Le seigneur des anneaux Page 543 sur 543 TROISIEME","II éprouver immédiatement le grand fardeau de son poids, et de nouveau, mais ce fois fort et plus pressante que jamais, Le seigneur de anneau Page 543 sur 543 TROISIEME"
32386,Le Seigneur des Anneaux,,,542,542,545,PARTIE LE RETOUR DU ROI,PARTIE LE RETOUR DE ROI
32387,Le Seigneur des Anneaux,,,542,542,545,LIVRE VI,LIVRE VI
32388,Le Seigneur des Anneaux,,,542,542,545,CHAPITRE PREMIER,CHAPITRER PREMIER
32389,Le Seigneur des Anneaux,,,542,542,545,LA,LE
32390,Le Seigneur des Anneaux,,,542,542,545,TOUR,TOUR
32391,Le Seigneur des Anneaux,,,542,542,545,DE CIRITH,DE CIRITH
32392,Le Seigneur des Anneaux,,,542,542,545,"UNGOL la malice de l'ail de Mordor, qui cherchait, essayant de percer les ombres qu'il avait créées pour sa propre défense mais qui à présent le maintenaient dans son inquiétude et son doute.","UNGOL le malice de leail de Mordor, qui chercher, essayer de percer le ombre queil avoir créer pour son propre défense mais qui à présent le maintenir dans son inquiétude et son doute."
32393,Le Seigneur des Anneaux,,,542,542,545,"Comme auparavant, Sam sentit son ouïe avivée, mais sa vision des choses de ce monde lui parut ténue et vague.","Comme auparavant, Sam sentir son ouïe avivé, mais son vision de chose de ce monde luire paraître ténu et vague."
32394,Le Seigneur des Anneaux,,,542,542,545,"Les murs rocheux du sentier étaient pâles, comme vus à travers une brume, mais il entendait encore au loin le bouillonnement d'Arachne dans sa souffrance, et, durs et nets, et très proches lui sembla t'il, il entendit des cris et un cliquetis de métal.","Le mur rocheux de sentier être pâle, comme voir à travers un brume, mais il entendre encore au loin le bouillonnement deArachne dans son souffrance, et, dur et net, et très proche luire sembler teil, il entendre un cri et un cliquetis de métal."
32395,Le Seigneur des Anneaux,,,542,542,545,Il se releva d'un bond et se plaqua contre le mur bordant le chemin.,Il se relever deun bond et se plaquer contre le mur border le chemin.
32396,Le Seigneur des Anneaux,,,542,542,545,"Il fut heureux d'avoir l'Anneau, car venait là une autre compagnie d'orques en marche.","Il être heureux deavoir leAnneau, car venir là un autre compagnie deorque en marche."
32397,Le Seigneur des Anneaux,,,542,542,545,Du moins le pensa t'il tout d'abord.,De moins le penser teil tout deabord.
32398,Le Seigneur des Anneaux,,,542,542,545,"Mais il se rendit soudain compte qu'il n'en était pas ainsi, que ses oreilles l'avaient abusé : les cris des orques venaient de la tour, dont la corne supérieure était à présent juste au-dessus de lui, à gauche de la Crevasse.","Mais il se rendre soudain compte queil neen être pas ainsi, que son oreille leavoir abuser : le cri de orque venir de le tour, dont le corne supérieur être à présent juste au-dessus de luire, à gauche de le Crevasse."
32399,Le Seigneur des Anneaux,,,542,542,545,Sam frissonna et essaya de se contraindre à bouger.,Sam frissonner et essayer de se contraindre à bouger.
32400,Le Seigneur des Anneaux,,,542,542,545,Il y avait clairement quelque diablerie en Couvre.,Il y avoir clairement quelque diablerie en Couvre.
32401,Le Seigneur des Anneaux,,,542,542,545,"Peut-être qu'en dépit de tous les ordres, les orques avaient cédé à leur cruauté et tourmentaient Frodon ou même le hachaient en menus morceaux.","Pouvoir-être queen dépit de tout le ordre, le orque avoir céder à son cruauté et tourmenter Frodon ou même le hachaient en menu morceal."
32402,Le Seigneur des Anneaux,,,542,542,545,"Il tendit l'oreille, et comme il le faisait, une lueur d'espoir lui vint.","Il tendre leoreille, et comme il le faire, un lueur deespoir luire venir."
32403,Le Seigneur des Anneaux,,,542,542,545,"Il ne pouvait pas y avoir de doute: on se battait dans la tour, les orques devaient être en guerre entre eux, Shagrat et Gorbag en étaient venus aux coups.","Il ne pouvoir pas y avoir de doute: on se battre dans le tour, le orque devoir être en guerre entrer lui, Shagrat et Gorbag en être venir à coup."
32404,Le Seigneur des Anneaux,,,542,542,545,"L'espoir suscité par cette hypothèse, si faible qu'il fût, suffit à le secouer.","LEespoir susciter par ce hypothèse, si faible queil être, suffire à le secouer."
32405,Le Seigneur des Anneaux,,,542,542,545,Il pouvait y avoir une chance.,Il pouvoir y avoir un chance.
32406,Le Seigneur des Anneaux,,,542,542,545,"Son amour pour Frodon passa avant toute autre pensée, et, oubliant le danger, il cria d'une voix forte: «J'arrive, Monsieur Frodon! »","Son amour pour Frodon passer avant tout autre pensée, et, oublier le danger, il crier deun voix fort: «JEarriver, Monsieur Frodon! »"
32407,Le Seigneur des Anneaux,,,542,542,545,Il courut au sentier ascendant et franchit le col.,Il courir au sentier ascendant et franchir le col.
32408,Le Seigneur des Anneaux,,,542,542,545,La route tourna immédiatement pour plonger en pente raide.,Le route tourner immédiatement pour plonger en pente raide.
32409,Le Seigneur des Anneaux,,,542,542,545,Sam était passé en Mordor.,Sam être passer en Mordor.
32410,Le Seigneur des Anneaux,,,542,542,545,"Il retira l'Anneau de son doigt, mû peut-être par quelque profonde prémonition de danger, bien que pour sa part il crût seulement souhaiter y voir plus clair.","Il retirer leAnneau de son doigt, mouvoir peut-être par quelque profonde prémonition de danger, bien que pour son part il croître seulement souhaiter y voir plus clair."
32411,Le Seigneur des Anneaux,,,542,542,545,"«Mieux vaut regarder le pis, murmura t'il.","«Mieux valoir regarder le pis, murmura teil."
32412,Le Seigneur des Anneaux,,,542,542,545,"Il ne sert à rien d'aller à l'aveuglette dans un brouillard! » Dur, cruel et âpre était le pays qui s'offrit à son regard.","Il ne servir à rien dealler à leaveuglette dans un brouillard! » Dur, cruel et âpre être le pays qui seoffrir à son regard."
32413,Le Seigneur des Anneaux,,,542,542,545,"Devant ses pieds, la plus haute croupe de l'Ephel Duath descendait à pic en grands escarpements dans une sombre auge, de l'autre côté, s'élevait une autre croupe, beaucoup plus basse, au bord dentelé et haché de rochers à pic qui se détachaient comme des crocs noirs sur la lumière rouge: c'était le sinistre Morgai, cercle intérieur des défenses du pays.","Devant son pied, le plus haut croupe de leEphel Duath descendre à pic en grand escarpement dans un sombre auge, de leautre côté, seélever un autre croupe, beaucoup plus bas, au bord dentelé et haché de rocher à pic qui se détacher comme un croc noir sur le lumière rouge: ceêtre le sinistre Morgai, cercle intérieur de défense de pays."
32414,Le Seigneur des Anneaux,,,542,542,545,"Dans le lointain, mais presque droit devant, au-delà d'un vaste lac de ténèbres pointillé de petits feux, se voyait un grand embrasement rouge, d'où s'élevaient d'immenses colonnes de fumée tournoyante, d'un rouge poussiéreux au pied, noire au-dessus où elle se fondait dans la voûte ondulante qui recouvrait tout ce pays maudit.","Dans le lointain, mais presque droit devant, au-delà deun vaste lac de ténèbre pointillé de petit feu, se voir un grand embrasement rouge, deoù seélever deimmense colonne de fumée tournoyant, deun rouge poussiéreux au pied, noir au-dessus où lui se fondre dans le voûte ondulant qui recouvrir tout ce pays maudire."
32415,Le Seigneur des Anneaux,,,542,542,545,"Sam contemplait Oroduin, la Montagne de Feu.","Sam contempler Oroduin, le Montagne de Feu."
32416,Le Seigneur des Anneaux,,,542,542,545,"De temps à autre, les fournaises qui brûlaient bien audessous de son cône de cendres s'embrasaient et, dans un grand soulèvement ronflant, déversaient par les fissures de ses flancs des rivières de roc fondu.","De temps à autre, le fournaise qui brûler bien audessous de son cône de cendre seembraser et, dans un grand soulèvement ronflant, déverser par le fissure de son flanc de rivière de roc fondu."
32417,Le Seigneur des Anneaux,,,542,542,545,"Les unes coulaient flamboyantes le long de grands lits vers Barad-dûr, d'autres descendaient en serpentant dans la plaine pierreuse jusqu'au moment où, refroidies, elles demeuraient comme des formes de dragons tordus vomies de la terre tourmentée.","Le une couler flamboyant le long de grand lit vers Barad-dûr, deautre descendre en serpenter dans le plaine pierreux jusqueau moment où, refroidir, lui demeurer comme un forme de dragon tordre vomie de le terre tourmenter."
32418,Le Seigneur des Anneaux,,,542,542,545,"C'est en une telle heure de labeur que Sam vit le Mont du Destin, dont la lumière cachée par le haut écran de l'Ephel Duath à ceux qui montaient par le sentier de l'Ouest, jetait maintenant un éclat éblouissant sur les faces des rochers nus, de sorte qu'ils paraissaient trempés de sang.","CEêtre en un tel heure de labeur que Sam voir le Mont de Destin, dont le lumière cacher par le haut écran de leEphel Duath à celui qui monter par le sentier de leOuest, jeter maintenant un éclat éblouissant sur le face de rocher nu, de sorte queil paraître tremper de sang."
32419,Le Seigneur des Anneaux,,,542,542,545,"Sam demeura atterré dans cette terrible lumière, car, regardant à présent à gauche, il pouvait voir la Tour de Cirith Ungol dans toute sa puissance.","Sam demeurer atterrer dans ce terrible lumière, car, regarder à présent à gauche, il pouvoir voir le Tour de Cirith Ungol dans tout son puissance."
32420,Le Seigneur des Anneaux,,,542,542,545,La corne qu'il avait vue de l'autre côté n'était que la plus haute tourelle.,Le corne queil avoir voir de leautre côté neêtre que le plus haut tourelle.
32421,Le Seigneur des Anneaux,,,542,542,545,"Sa face orientale s'élevait en trois grands étages d'un ressaut de la montagne loin en dessous, elle était adossée à un grand escarpement, d'où elle saillait en bastions pointus, superposés, qui diminuaient en montant, avec des côtés perpendiculaires d'une habile maçonnerie face au nord-est et au sud-est.","Son face oriental seélever en trois grand étage deun ressaut de le montagne loin en dessous, lui être adosser à un grand escarpement, deoù lui saillir en bastion pointu, superposer, qui diminuer en montant, avec un côté perpendiculaire deun habile maçonnerie face au nord-est et au sud-est."
32422,Le Seigneur des Anneaux,,,542,542,545,"Autour de l'étage inférieur, à deux cents pieds sous l'endroit où se tenait Sam, il y avait un mur crénelé entourant une cour étroite.","Autour de leétage inférieur, à deux cent pied sou leendroit où se tenir Sam, il y avoir un mur crénelé entourer un cour étroit."
32423,Le Seigneur des Anneaux,,,542,542,545,"Sa porte ouvrait du côté sud-est, le plus proche, sur une large route, dont le parapet extérieur longeait le bord d'un précipice jusqu'au moment où elle tournait vers le sud et descendait en serpentant dans l'obscurité pour rejoindre la route qui franchissait le Col de Morgul.","Son porte ouvrir de côté sud-est, le plus proche, sur un large route, dont le parapet extérieur longer le bord deun précipice jusqueau moment où lui tourner vers le sud et descendre en serpenter dans leobscurité pour rejoindre le route qui franchir le Col de Morgul."
32424,Le Seigneur des Anneaux,,,542,542,545,"Après quoi, elle traversait une coupure déchiquetée du Morgai pour déboucher dans la Vallée de Gorgoroth et continuer jusqu'à Barad-dûr.","Après quoi, lui traverser un coupure déchiqueté de Morgai pour déboucher dans le Vallée de Gorgoroth et continuer jusqueà Barad-dûr."
32425,Le Seigneur des Anneaux,,,542,542,545,L'étroit chemin supérieur sur lequel se tenait Sam descendait abruptement par des escaliers et un sentier escarpé pour rejoindre la route principale sous les murs rébarbatifs près de la Porte de la Tour.,LEétroit chemin supérieur sur lequel se tenir Sam descendre abruptement par un escalier et un sentier escarpé pour rejoindre le route principal sou le mur rébarbatif près de le Porte de le Tour.
32426,Le Seigneur des Anneaux,,,542,542,545,"Comme Sam observait, il comprit tout à coup, et il en éprouva presque un choc, que cette forteresse avait été construite pour interdire aux ennemis non pas l'entrée du Mordor, mais bien la sortie.","Comme Sam observer, il comprendre tout à coup, et il en éprouver presque un choc, que ce forteresse avoir être construire pour interdire à ennemi non pas leentrée de Mordor, mais bien le sortie."
32427,Le Seigneur des Anneaux,,,542,542,545,"C'était en fait un des ouvrages de Gondor dans un temps très lointain, avant-poste oriental des défenses de l'Ithilien, édifié lorsque après la Dernière Alliance, les Hommes de l'Ouistrenesse maintenaient une surveillance sur le néfaste pays de Sauron, où se cachaient encore ses créatures.","CEêtre en faire un de ouvrage de Gondor dans un temps très lointain, avant-poste oriental de défense de leIthilien, édifier lorsque après le Dernier Alliance, le Homme de leOuistrenesse maintenir un surveillance sur le néfaste pays de Sauron, où se cacher encore son créature."
32428,Le Seigneur des Anneaux,,,542,542,545,"Mais, de même que pour Narchost et Carchost, les Tours des Dents, ici aussi la vigilance avait fait défaut, et la trahison avait livré la Tour au Seigneur des Esprits Servants de l'Anneau, depuis de longues années à présent, elle avait été tenue par des êtres malfaisants.","Mais, de même que pour Narchost et Carchost, le Tour de Dent, ici aussi le vigilance avoir faire défaut, et le trahison avoir livrer le Tour au Seigneur de Esprit Servant de leAnneau, depuis de long année à présent, lui avoir être tenir par un être malfaisant."
32429,Le Seigneur des Anneaux,,,542,542,545,Depuis son retour à Le seigneur des anneaux Page 544 sur 544 TROISIEME,Depuis son retour à Le seigneur de anneau Page 544 sur 544 TROISIEME
32430,Le Seigneur des Anneaux,,,542,542,545,PARTIE LE RETOUR DU ROI,PARTIE LE RETOUR DE ROI
32431,Le Seigneur des Anneaux,,,542,542,545,LIVRE VI,LIVRE VI
32432,Le Seigneur des Anneaux,,,542,542,545,CHAPITRE PREMIER,CHAPITRER PREMIER
32433,Le Seigneur des Anneaux,,,542,542,545,LA,LE
32434,Le Seigneur des Anneaux,,,542,542,545,TOUR,TOUR
32435,Le Seigneur des Anneaux,,,542,542,545,DE CIRITH,DE CIRITH
32436,Le Seigneur des Anneaux,,,542,542,545,UNGOL,UNGOL
32437,Le Seigneur des Anneaux,,,542,542,545,"Mordor, Sauron y avait trouvé une utilité: car il avait peu de serviteurs, mais beaucoup d'esclaves de la peur, et le but principal de la forteresse était toujours, comme autrefois, d'empêcher l'évasion du Mordor.","Mordor, Sauron y avoir trouver un utilité: car il avoir peu de serviteur, mais beaucoup deesclave de le peur, et le but principal de le forteresse être toujours, comme autrefois, deempêcher leévasion de Mordor."
